job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
data scientist;senior;Not specified;company_305;Budapest, Budapest, Hungary;a month ago;New York, NY, US;Finance;Public;88,990;Ä132.46B;machine learning, python;132.46;Reported;27403
data scientist;midlevel;remote;company_306;Fort Meade, MD . Fort Meade, Maryland, Birle?ik Devletler . Fully Remote;3 months ago;Fulton, MD, US;Technology;Private;90;Private;sql, machine learning, r, python;;Not Reported (Private) ;152987
data scientist;senior;on-site;company_308;Mountain View, CA;15 days ago;Redmond, WA, US;Technology;Public;182,338;Ä1.73T;sql, python;1.73T;Reported;224776
data scientist;senior;Not specified;company_309;Bengaluru, Karnataka, India;19 days ago;New York, NY, US;Technology;Private;3,540;Private;pytorch, aws, git, python, docker, gcp, azure, tensorflow;;Not Reported (Private) ;19234
data scientist;lead;on-site;company_310;Antwerp Metropolitan Area;2 days ago;Arlington, VA, US;Technology;Public;20,070;Public;powerbi, tableau;;Not Reprted (Puplic) ;90697
machine learning engineer;Not Specified;on-site;company_312;San Francisco, CA . Seattle, WA . New York, NY . On-site;13 days ago;Montreal, QC, CA;Technology;Private;31;Private;Not Defined;;Not Reported (Private) ;248888.5
data scientist;senior;on-site;company_315;United States;9 days ago;Austin, TX, US;Technology;Public;212,610;Ä188.01B;pytorch, aws, r, python, docker, machine learning, kubernetes, deep learning, tensorflow;188.01;Reported;151895
data scientist;senior;on-site;company_316;Dublin, County Dublin, Ireland;22 days ago;Eden Prairie, MN, US;Healthcare;Public;37,990;Public;sql, azure, python;;Not Reprted (Puplic) ;52987
data scientist;lead;Not specified;company_251;Alpharetta, GA;15 days ago;Roseland, NJ, US;Technology;Public;65,120;Public;spark, aws, r, python, scala, java, sql, machine learning, hadoop, azure, tensorflow, tableau;;Not Reprted (Puplic) ;115086
data scientist;senior;remote;company_318;United States;a month ago;Dallas, TX, US;Technology;Public;55,070;Ä14.86B;machine learning;14.86;Reported;100467
machine learning engineer;senior;hybrid;company_008;San Jose, CA . Hybrid;15 days ago;San Jose, CA, US;Technology;Public;34,690;Ä81.56B;pandas, numpy, pytorch, spark, aws, scikit-learn, python, java, sql, machine learning, tensorflow;81.56;Reported;170793.5
data scientist;senior;on-site;company_324;United States . On-site;8 days ago;Palo Alto, CA, US;Technology;Private;2,540;Ä3.95B;sql, machine learning, r, python;3.95;Reported;143853
machine learning engineer;senior;Not specified;company_326;;2 years ago;Mumbai, MH, IN;Technology;Private;910;Ä7.41B;Not Defined;7.41;Reported;44207
data scientist;senior;remote;company_328;Riverwoods, IL;10 days ago;Riverwoods, IL, US;Technology;Public;14,460;Ä26.53B;sql, tableau;26.53;Reported;142479.5
data scientist;lead;on-site;company_336;South San Francisco, CA;6 days ago;South San Francisco, CA, US;Technology;Private;14,040;Private;machine learning;;Not Reported (Private) ;195911
data scientist;midlevel;remote;company_337;Tallahassee, FL . Arlington, VA . Fully Remote;25 days ago;Fairfax, VA, US;Finance;Public;7,290;Public;r, python, sql, machine learning, database, deep learning;;Not Reprted (Puplic) ;177143
data scientist;senior;remote;company_339;Fully Remote;a month ago;Chicago, IL, US;Technology;Private;960;Ä3.04B;Not Defined;3.04;Reported;195229.5
data scientist;senior;hybrid;company_340;San Jose, CA . Hybrid;2 months ago;New York, NY, US;Technology;Private;750;Private;sql, machine learning, r, python;;Not Reported (Private) ;153602.5
data scientist;Not Specified;on-site;company_341;On-site;13 days ago;San Francisco, CA, US;Technology;Private;600;Ä13.85B;Not Defined;13.85;Reported;135859.5
data scientist;senior;Not specified;company_343;Edinburgh, Scotland, United Kingdom;a day ago;Edinburgh, GB;Finance;Public;60,010;Ä24.78B;machine learning, python;24.78;Reported;59677
data scientist;senior;on-site;company_201;Milwaukee, WI;8 days ago;Deerfield, IL, US;Healthcare;Public;48,050;Ä25.16B;spark, python, scala, machine learning, database, azure, tableau;25.16;Reported;121480
data scientist;midlevel;on-site;company_352;Pune, Maharashtra, India . On-site;3 months ago;Evanston, IL, US;Technology;Private;12,090;Private;amazon, r, python, java, database, hadoop, machine learning;;Not Reported (Private) ;13173
data scientist;senior;remote;company_353;Fully Remote;2 months ago;Washington, US;Technology;Private;351;Private;Not Defined;;Not Reported (Private) ;164400
data scientist;senior;on-site;company_355;Seattle, WA;a month ago;San Francisco, CA, US;Technology;Public;65,870;Ä130.59B;sql, r, python;130.59;Reported;170615
data scientist;senior;on-site;company_184;Johns Creek, GA;6 days ago;New York, NY, US;Retail;Public;130,020;Ä5.18B;machine learning;5.18;Reported;137000
data scientist;senior;hybrid;company_357;Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid;8 days ago;Basking Ridge, NJ, US;Technology;Public;132,060;Ä142.23B;python, sql, machine learning, database, hadoop, deep learning;142.23;Reported;92254
data scientist;senior;Not specified;company_360;Itanagar, Arunachal Pradesh, India;2 months ago;Mumbai, MH, IN;Finance;Private;78,060;Private;pandas, numpy, pytorch, spark, aws, git, scikit-learn, python, docker, scipy, hadoop, machine learning, database, keras, deep learning, matplotlib, tensorflow;;Not Reported (Private) ;12924
data scientist;senior;remote;company_362;Fully Remote;16 days ago;San Francisco, CA, US;Technology;Private;1,890;Ä9.48B;Not Defined;9.48;Reported;237881.5
data scientist;senior;on-site;company_031;New Brunswick, NJ;a day ago;New Brunswick, NJ, US;Healthcare;Public;128,860;Ä412.87B;aws, powerbi, r, python, airflow, machine learning, azure, tableau;412.87;Reported;114170.5
data scientist;senior;on-site;company_363;Bellevue, WA;23 days ago;New York, NY, US;Technology;Public;24,320;Public;pytorch, scikit-learn, python, scala, java, machine learning, tensorflow;;Not Reprted (Puplic) ;156181.5
data scientist;lead;on-site;company_235;Phoenix, AZ;15 days ago;San Antonio, TX, US;Finance;Private;33,050;Private;spark, r, python, sql, machine learning, hadoop, deep learning;;Not Reported (Private) ;137000
data scientist;senior;Not specified;company_365;McLean, VA;2 months ago;Annapolis Junction, MD, US;Technology;Private;420;Private;database, machine learning, python;;Not Reported (Private) ;116283.5
data scientist;lead;Not specified;company_366;Columbia, MD;14 days ago;Columbia, MD, US;Technology;Private;180;Private;pytorch, spark, aws, r, python, scikit-learn, scala, sql, machine learning, gcp, azure, tensorflow;;Not Reported (Private) ;123305
data scientist;senior;on-site;company_367;On-site;a month ago;New York, NY, US;Technology;Private;420;Private;Not Defined;;Not Reported (Private) ;155723.5
data scientist;senior;Not specified;company_185;Utah, United States;15 days ago;Falls Church, VA, US;Technology;Public;97,070;Ä75.20B;aws, gcp, azure;75.2;Reported;156822
machine learning engineer;senior;Not specified;company_371;South San Francisco, CA . South San Francisco, Kalifornia, Stany Zjednoczone;7 days ago;South San Francisco, CA, US;Healthcare;Private;250;Private;pytorch, python, machine learning, deep learning, tensorflow;;Not Reported (Private) ;201851
data scientist;senior;hybrid;company_146;Kitchener-Waterloo, ON . Toronto, ON . Hybrid;11 days ago;San Francisco, CA, US;Finance;Private;780;Ä11.85B;Not Defined;11.85;Reported;182216.5
machine learning engineer;senior;on-site;company_178;Torrance, CA;15 days ago;Torrance, CA, US;Technology;Public;10,100;Ä36.69B;java, machine learning, r, python;36.69;Reported;63941
data scientist;Not Specified;remote;company_112;Fully Remote;4 days ago;San Francisco, CA, US;Technology;Private;420;Ä4.85B;Not Defined;4.85;Reported;213594
machine learning engineer;lead;Not specified;company_326;;a year ago;Mumbai, MH, IN;Technology;Private;910;Ä7.66B;Not Defined;7.66;Reported;44202
data scientist;senior;hybrid;company_382;Greater Chicago Area . Hybrid;a month ago;Chicago, IL, US;Finance;Private;660;Ä2.03B;aws, python, sql, machine learning, deep learning;2.03;Reported;82201.5
data scientist;Not Specified;on-site;company_383;Barcelona, Spain . On-site;2 months ago;Milano, IT;Technology;Private;3,800;Private;Not Defined;;Not Reported (Private) ;61375
data scientist;senior;on-site;company_071;Cambridge, MA;5 days ago;Cambridge, MA, US;Technology;Public;9,020;Public;r, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;9140
data scientist;senior;on-site;company_384;Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA;15 days ago;Irvine, CA, US;Technology;Public;3,780;Ä25.21B;sql, r, python;25.21;Reported;171710
machine learning engineer;Not Specified;hybrid;company_387;Sunnyvale, CA . Hybrid;a day ago;San Francisco, CA, US;Technology;Private;900;Ä8.62B;Not Defined;8.62;Reported;144491
data scientist;senior;remote;company_176;Fully Remote;11 days ago;Mountain View, CA, US;Technology;Public;2,780;Public;Not Defined;;Not Reprted (Puplic) ;188519.5
data scientist;senior;on-site;company_389;Menlo Park, CA;3 months ago;Bozeman, MT, US;Technology;Public;3,760;Ä37.49B;python;37.49;Reported;220344
data scientist;senior;remote;company_391;Fully Remote;7 days ago;Greenbelt, MD, US;Technology;Private;270;Private;Not Defined;;Not Reported (Private) ;146138
data scientist;senior;on-site;company_392;Cincinnati, OH;a month ago;Jacksonville, FL, US;Finance;Public;62,010;Ä35.07B;spark, aws, python, sql, machine learning, gcp, azure;35.07;Reported;210405.5
data scientist;midlevel;on-site;company_395;McLean, VA;6 days ago;McLean, VA, US;Retail;Public;55,120;Ä36.18B;spark, aws, r, python, scala, sql, database, machine learning;36.18;Reported;130064.5
data scientist;senior;on-site;company_316;Dublin, County Dublin, Ireland;15 days ago;Eden Prairie, MN, US;Healthcare;Public;37,970;Public;machine learning, r, python;;Not Reprted (Puplic) ;57318
data scientist;senior;on-site;company_367;On-site;a month ago;New York, NY, US;Technology;Private;420;Private;Not Defined;;Not Reported (Private) ;229706
data scientist;Not Specified;hybrid;company_403;Boston, MA . Hybrid;5 days ago;Boston, MA, US;Retail;Public;17,010;Public;Not Defined;;Not Reprted (Puplic) ;135632.5
data scientist;senior;Not specified;company_404;United States;10 days ago;Northbrook, IL, US;Technology;Public;8,270;Ä31.37B;aws, r, python, linux, sql, machine learning, deep learning, azure;31.37;Reported;113437.5
data scientist;senior;remote;company_337;Arlington, VA;a month ago;Fairfax, VA, US;Finance;Public;7,290;Public;r, python, sql, machine learning, database, deep learning;;Not Reprted (Puplic) ;120989.5
machine learning engineer;midlevel;on-site;company_336;New York, NY;14 days ago;South San Francisco, CA, US;Technology;Private;14,060;Private;deep learning, machine learning, r, python;;Not Reported (Private) ;184127
data scientist;senior;on-site;company_410;On-site;4 months ago;San Francisco, CA, US;Technology;Private;320;Private;Not Defined;;Not Reported (Private) ;28130
data scientist;midlevel;on-site;company_411;San Francisco, CA;15 days ago;Santa Monica, CA, US;Technology;Public;9,770;Public;spark, aws, python, airflow, sql, gcp, machine learning;;Not Reprted (Puplic) ;186282
data scientist;senior;on-site;company_412;Atlanta, GA;a month ago;Minneapolis, MN, US;Finance;Private;1,280;Private;pandas, aws, scikit-learn, python, sql, machine learning, gcp, azure, matplotlib;;Not Reported (Private) ;84578.5
data scientist;senior;hybrid;company_414;London, England, United Kingdom . Hybrid;15 days ago;Newton, MA, US;Technology;Public;351;Public;sql, aws, r, python;;Not Reprted (Puplic) ;114170
data scientist;senior;hybrid;company_417;Bengaluru, Karnataka, India . Hybrid;a month ago;San Jose, CA, US;Technology;Public;98,130;Ä167.14B;pandas, numpy, pytorch, aws, r, python, scikit-learn, scipy, sql, machine learning, deep learning, keras, azure, matplotlib, tensorflow, tableau;167.14;Reported;32665
data scientist;senior;remote;company_418;Washington, United States . Idaho, United States . Arizona, United States . Georgia, United States . South Carolina, United States + 1 More . Fully Remote;7 days ago;Seattle, WA, US;Finance;Public;2,810;Nonprofit;tableau, sql, r, python;Nonprofit;Reported;127509
data scientist;midlevel;remote;company_421;Mexico City Metropolitan Area . Fully Remote;15 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25212
data scientist;senior;Not specified;company_422;Englewood, CO;a month ago;Englewood, CO, US;Technology;Public;2,520;Public;sql, r, python;;Not Reprted (Puplic) ;105439
